rx_data_id (OUT),end_device_id (OUT),gateway_id (OUT),received_time (OUT),sequence_number (OUT),port (OUT),radio_id (OUT),channel (OUT),snr_db (OUT),rssi_dbm (OUT),frequency_hz (OUT),modulation_type (OUT),data_rate (OUT),coding_rate (OUT),adr (OUT),payload (OUT)
103356,3036363264397D0B,7276FF0039030A46,1665664848,1,2,0,2,9.000000,-46,868500000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103357,3036363264397D0B,7276FF0039030A46,1665664898,6,2,0,1,12.200000,-51,868300000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103358,3036363264397D0B,7276FF0039030A46,1665664918,8,2,0,0,14.200000,-45,868100000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103359,303636326E398D17,7276FF0039030A46,1665664931,1,2,0,2,9.000000,-46,868500000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103360,3036363264397D0B,7276FF0039030A46,1665664938,10,2,0,0,12.000000,-47,868100000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103361,3036363264397D0B,7276FF0039030A46,1665664946,11,2,0,2,7.500000,-45,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103362,303636326E398D17,7276FF0039030A46,1665664951,3,2,0,0,11.800000,-48,868100000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103363,3036363264397D0B,7276FF0039030A46,1665664956,12,2,0,1,9.500000,-46,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103364,303636326E398D17,7276FF0039030A46,1665664961,4,2,0,2,7.500000,-47,868500000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103365,303636326739830B,7276FF0039030A46,1665664962,1,2,0,1,11.500000,-41,868300000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103366,3036363264397D0B,7276FF0039030A46,1665664966,13,2,0,1,-4.500000,-41,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103367,303636326739830B,7276FF0039030A46,1665664972,2,2,0,1,9.800000,-45,868300000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103368,3036363264397D0B,7276FF0039030A46,1665664976,14,2,0,1,9.800000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103369,303636326739830B,7276FF0039030A46,1665664982,3,2,0,2,7.500000,-39,868500000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103370,3036363264397D0B,7276FF0039030A46,1665664986,15,2,0,0,1.800000,-52,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103371,303636326E398D17,7276FF0039030A46,1665664987,1,2,0,0,11.000000,-52,868100000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103372,3036363264397D0B,7276FF0039030A46,1665664996,16,2,0,1,9.200000,-50,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103373,303636328039740A,7276FF0039030A46,1665665002,1,2,0,0,11.800000,-49,868100000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103374,3036363264397D0B,7276FF0039030A46,1665665006,17,2,0,1,9.800000,-47,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103375,303636328039740A,7276FF0039030A46,1665665012,2,2,0,0,11.800000,-52,868100000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103376,3036363264397D0B,7276FF0039030A46,1665665016,18,2,0,0,-5.200000,-40,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103377,303636326E398D17,7276FF0039030A46,1665665017,4,2,0,2,9.800000,-51,868500000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103378,303636328039740A,7276FF0039030A46,1665665022,3,2,0,2,9.000000,-47,868500000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103379,3036363264397D0B,7276FF0039030A46,1665665026,19,2,0,1,9.200000,-49,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103380,303636326E398D17,7276FF0039030A46,1665665027,5,2,0,1,11.500000,-64,868300000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103381,303636328039740A,7276FF0039030A46,1665665032,4,2,0,1,12.200000,-48,868300000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103382,303636326E398D17,7276FF0039030A46,1665665038,6,2,0,2,8.200000,-56,868500000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103383,303636328039740A,7276FF0039030A46,1665665042,5,2,0,2,10.000000,-49,868500000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103384,3036363264397D0B,7276FF0039030A46,1665665046,21,2,0,1,9.500000,-49,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103385,303636328039740A,7276FF0039030A46,1665665052,6,2,0,2,8.500000,-49,868500000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103386,3036363264397D0B,7276FF0039030A46,1665665056,22,2,0,2,7.500000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103387,303636326E398D17,7276FF0039030A46,1665665057,8,2,0,1,11.200000,-49,868300000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103388,303636328039740A,7276FF0039030A46,1665665062,7,2,0,1,10.200000,-49,868300000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103389,303636326E398D17,7276FF0039030A46,1665665066,9,2,0,1,10.000000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103390,3036363264397D0B,7276FF0039030A46,1665665066,23,2,0,0,-7.200000,-41,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103391,A81758FFFE0352E0,7276FF0039030A46,1665665070,46663,5,0,2,7.000000,-38,868500000,LoRa,SF7BW125,4/5,true,AQDNAkUEABcFCAcM+w==
103392,303636326E398D17,7276FF0039030A46,1665665076,10,2,0,1,10.000000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103393,3036363264397D0B,7276FF0039030A46,1665665076,24,2,0,0,10.000000,-58,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103394,303636326B39820B,7276FF0039030A46,1665665078,1,2,0,1,11.800000,-54,868300000,LoRa,SF12BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103395,303636326E398D17,7276FF0039030A46,1665665086,11,2,0,2,7.000000,-53,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103396,303636326E398D17,7276FF0039030A46,1665665096,12,2,0,2,8.000000,-57,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103397,3036363264397D0B,7276FF0039030A46,1665665096,26,2,0,1,10.200000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103398,303636328039740A,7276FF0039030A46,1665665102,1,2,0,2,8.500000,-47,868500000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103399,303636326E398D17,7276FF0039030A46,1665665106,13,2,0,1,9.500000,-56,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103400,303636326B39820B,7276FF0039030A46,1665665108,4,2,0,1,12.000000,-65,868300000,LoRa,SF12BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103401,303636326E398D17,7276FF0039030A46,1665665116,14,2,0,2,8.200000,-55,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103402,3036363264397D0B,7276FF0039030A46,1665665116,28,2,0,2,6.800000,-63,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103403,303636326B39820B,7276FF0039030A46,1665665118,5,2,0,0,13.500000,-62,868100000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103404,303636328039740A,7276FF0039030A46,1665665122,3,2,0,0,11.000000,-50,868100000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103405,3036363264397D0B,7276FF0039030A46,1665665126,29,2,0,2,7.500000,-64,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103406,303636326B39820B,7276FF0039030A46,1665665128,6,2,0,0,11.500000,-65,868100000,LoRa,SF12BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103407,303636326439790A,7276FF0039030A46,1665665130,1,2,0,2,10.000000,-38,868500000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103408,303636326E398D17,7276FF0039030A46,1665665136,16,2,0,2,8.000000,-53,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103409,3036363264397D0B,7276FF0039030A46,1665665136,30,2,0,1,9.200000,-63,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103410,303636326B39820B,7276FF0039030A46,1665665138,7,2,0,2,9.800000,-50,868500000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103411,3036363264397D0B,7276FF0039030A46,1665665146,31,2,0,2,-6.200000,-55,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103412,303636326B39820B,7276FF0039030A46,1665665146,8,2,0,1,9.500000,-61,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103413,303636326E398D17,7276FF0039030A46,1665665156,18,2,0,1,10.000000,-67,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103414,3036363264397D0B,7276FF0039030A46,1665665156,32,2,0,1,10.200000,-55,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103415,303636326B39820B,7276FF0039030A46,1665665156,9,2,0,1,9.800000,-67,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103416,303636326E398D17,7276FF0039030A46,1665665166,19,2,0,1,9.800000,-65,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103417,3036363264397D0B,7276FF0039030A46,1665665166,33,2,0,2,8.000000,-63,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103418,303636326B39820B,7276FF0039030A46,1665665166,10,2,0,0,9.200000,-74,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103419,303636326739830B,7276FF0039030A46,1665665172,1,2,0,0,11.200000,-40,868100000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103420,303636326E398D17,7276FF0039030A46,1665665176,20,2,0,1,9.000000,-63,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103421,3036363264397D0B,7276FF0039030A46,1665665176,34,2,0,2,6.800000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103422,303636326B39820B,7276FF0039030A46,1665665176,11,2,0,1,11.000000,-59,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103423,303636326739830B,7276FF0039030A46,1665665182,2,2,0,1,9.800000,-40,868300000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103424,303636326E398D17,7276FF0039030A46,1665665186,21,2,0,0,9.500000,-55,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103425,3036363264397D0B,7276FF0039030A46,1665665186,35,2,0,1,10.000000,-57,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103426,303636326B39820B,7276FF0039030A46,1665665186,12,2,0,2,6.200000,-52,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103427,303636326739830B,7276FF0039030A46,1665665192,3,2,0,1,9.500000,-39,868300000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103428,303636326E398D17,7276FF0039030A46,1665665196,22,2,0,1,10.000000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103429,3036363264397D0B,7276FF0039030A46,1665665196,36,2,0,0,9.500000,-64,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103430,303636326B39820B,7276FF0039030A46,1665665197,13,2,0,1,9.000000,-61,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103431,303636326739830B,7276FF0039030A46,1665665202,4,2,0,2,9.000000,-40,868500000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103432,303636326E398D17,7276FF0039030A46,1665665206,23,2,0,2,6.500000,-50,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103433,3036363264397D0B,7276FF0039030A46,1665665207,37,2,0,1,9.800000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103434,303636326B39820B,7276FF0039030A46,1665665207,14,2,0,0,9.800000,-59,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103435,303636326739830B,7276FF0039030A46,1665665212,5,2,0,0,9.800000,-39,868100000,LoRa,SF12BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103436,303636326E398D17,7276FF0039030A46,1665665216,24,2,0,2,7.800000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103437,3036363264397D0B,7276FF0039030A46,1665665216,38,2,0,2,7.200000,-61,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103438,303636326B39820B,7276FF0039030A46,1665665216,15,2,0,1,11.500000,-52,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103439,303636326739830B,7276FF0039030A46,1665665222,6,2,0,0,12.800000,-43,868100000,LoRa,SF12BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103440,303636326E398D17,7276FF0039030A46,1665665226,25,2,0,2,6.800000,-53,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103441,3036363264397D0B,7276FF0039030A46,1665665226,39,2,0,2,8.200000,-66,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103442,303636326B39820B,7276FF0039030A46,1665665226,16,2,0,2,8.200000,-55,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103443,303636326739830B,7276FF0039030A46,1665665232,7,2,0,0,11.500000,-42,868100000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103444,303636326E398D17,7276FF0039030A46,1665665236,26,2,0,1,10.500000,-55,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103445,3036363264397D0B,7276FF0039030A46,1665665236,40,2,0,2,7.500000,-57,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103446,303636326B39820B,7276FF0039030A46,1665665236,17,2,0,2,7.000000,-53,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103447,303636326739830B,7276FF0039030A46,1665665241,8,2,0,1,9.500000,-45,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103448,303636326E398D17,7276FF0039030A46,1665665246,27,2,0,2,7.800000,-52,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103449,3036363264397D0B,7276FF0039030A46,1665665246,41,2,0,1,9.800000,-57,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103450,303636326B39820B,7276FF0039030A46,1665665246,18,2,0,1,8.000000,-52,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103451,303636326739830B,7276FF0039030A46,1665665251,9,2,0,2,7.500000,-43,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103452,303636326E398D17,7276FF0039030A46,1665665256,28,2,0,1,10.200000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103453,3036363264397D0B,7276FF0039030A46,1665665256,42,2,0,2,6.500000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103454,303636326B39820B,7276FF0039030A46,1665665256,19,2,0,2,7.200000,-53,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103455,303636326739830B,7276FF0039030A46,1665665261,10,2,0,1,10.200000,-43,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103456,303636326E398D17,7276FF0039030A46,1665665266,29,2,0,2,7.200000,-55,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103457,3036363264397D0B,7276FF0039030A46,1665665266,43,2,0,1,10.200000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103458,303636326B39820B,7276FF0039030A46,1665665266,20,2,0,0,10.000000,-55,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103459,303636326739830B,7276FF0039030A46,1665665271,11,2,0,1,9.200000,-41,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103460,303636326E398D17,7276FF0039030A46,1665665276,30,2,0,0,9.800000,-49,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103461,3036363264397D0B,7276FF0039030A46,1665665276,44,2,0,2,7.500000,-44,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103462,303636326B39820B,7276FF0039030A46,1665665276,21,2,0,1,10.500000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103463,303636326739830B,7276FF0039030A46,1665665281,12,2,0,2,7.200000,-41,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103464,303636326E398D17,7276FF0039030A46,1665665286,31,2,0,1,10.000000,-49,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103465,3036363264397D0B,7276FF0039030A46,1665665286,45,2,0,1,9.000000,-46,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103466,303636326B39820B,7276FF0039030A46,1665665286,22,2,0,2,6.500000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103467,303636326739830B,7276FF0039030A46,1665665291,13,2,0,2,7.500000,-44,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103468,303636326E398D17,7276FF0039030A46,1665665296,32,2,0,2,8.200000,-55,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103469,3036363264397D0B,7276FF0039030A46,1665665296,46,2,0,2,8.000000,-53,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103470,303636326B39820B,7276FF0039030A46,1665665296,23,2,0,0,9.200000,-52,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103471,303636326739830B,7276FF0039030A46,1665665301,14,2,0,0,8.500000,-41,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103472,303636326E398D17,7276FF0039030A46,1665665306,33,2,0,2,7.500000,-61,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103473,3036363264397D0B,7276FF0039030A46,1665665306,47,2,0,1,10.000000,-47,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103474,303636326B39820B,7276FF0039030A46,1665665306,24,2,0,0,10.200000,-58,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103475,303636326739830B,7276FF0039030A46,1665665311,15,2,0,1,10.000000,-43,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103476,303636326E398D17,7276FF0039030A46,1665665316,34,2,0,0,10.200000,-51,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103477,3036363264397D0B,7276FF0039030A46,1665665316,48,2,0,1,9.200000,-47,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103478,303636326B39820B,7276FF0039030A46,1665665316,25,2,0,2,7.800000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103479,303636326739830B,7276FF0039030A46,1665665321,16,2,0,1,9.800000,-44,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103480,303636326E398D17,7276FF0039030A46,1665665326,35,2,0,0,9.500000,-52,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103481,3036363264397D0B,7276FF0039030A46,1665665326,49,2,0,2,7.500000,-44,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103482,303636326B39820B,7276FF0039030A46,1665665326,26,2,0,1,10.500000,-48,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103483,303636326739830B,7276FF0039030A46,1665665331,17,2,0,2,7.500000,-41,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103484,303636326E398D17,7276FF0039030A46,1665665336,36,2,0,2,7.500000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103485,3036363264397D0B,7276FF0039030A46,1665665336,50,2,0,1,9.800000,-44,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103486,303636326B39820B,7276FF0039030A46,1665665336,27,2,0,1,10.800000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103487,303636326739830B,7276FF0039030A46,1665665341,18,2,0,0,9.200000,-43,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103488,303636326E398D17,7276FF0039030A46,1665665346,37,2,0,0,10.200000,-49,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103489,3036363264397D0B,7276FF0039030A46,1665665346,51,2,0,0,7.200000,-49,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103490,303636326739830B,7276FF0039030A46,1665665351,19,2,0,0,10.200000,-45,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
