rx_data_id (OUT),end_device_id (OUT),gateway_id (OUT),received_time (OUT),sequence_number (OUT),port (OUT),radio_id (OUT),channel (OUT),snr_db (OUT),rssi_dbm (OUT),frequency_hz (OUT),modulation_type (OUT),data_rate (OUT),coding_rate (OUT),adr (OUT),payload (OUT)
103629,303636326E398D17,7276FF0039030A46,1665665676,70,2,0,1,9.800000,-52,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103630,3036363264397D0B,7276FF0039030A46,1665665676,84,2,0,0,9.500000,-57,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103631,303636326B39820B,7276FF0039030A46,1665665676,61,2,0,2,6.200000,-47,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103632,303636326739830B,7276FF0039030A46,1665665681,52,2,0,0,8.800000,-47,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103633,303636326E398D17,7276FF0039030A46,1665665686,71,2,0,2,7.500000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103634,3036363264397D0B,7276FF0039030A46,1665665686,85,2,0,2,8.500000,-55,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103635,303636326B39820B,7276FF0039030A46,1665665686,62,2,0,0,11.000000,-51,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103636,303636326739830B,7276FF0039030A46,1665665691,53,2,0,2,6.200000,-45,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103637,3036363264397D0B,7276FF0039030A46,1665665696,86,2,0,0,9.200000,-53,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103638,303636326B39820B,7276FF0039030A46,1665665696,63,2,0,0,9.200000,-50,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103639,303636326739830B,7276FF0039030A46,1665665701,54,2,0,0,10.800000,-47,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103640,3036363264397D0B,7276FF0039030A46,1665665706,87,2,0,0,10.000000,-57,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103641,303636326B39820B,7276FF0039030A46,1665665706,64,2,0,0,10.000000,-51,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103642,303636326739830B,7276FF0039030A46,1665665711,55,2,0,2,7.800000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103643,303636326E398D17,7276FF0039030A46,1665665716,74,2,0,0,9.200000,-56,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103644,303636326B39820B,7276FF0039030A46,1665665716,65,2,0,0,10.800000,-55,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103645,303636326739830B,7276FF0039030A46,1665665721,56,2,0,2,7.500000,-45,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103646,303636326B39820B,7276FF0039030A46,1665665726,66,2,0,0,9.800000,-50,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103647,303636326739830B,7276FF0039030A46,1665665731,57,2,0,1,9.500000,-50,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103648,303636326E398D17,7276FF0039030A46,1665665736,76,2,0,2,7.000000,-52,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103649,303636326B39820B,7276FF0039030A46,1665665736,67,2,0,1,9.200000,-52,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103650,303636326739830B,7276FF0039030A46,1665665741,58,2,0,2,7.500000,-48,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103651,303636326E398D17,7276FF0039030A46,1665665746,77,2,0,1,9.200000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103652,3036363264397D0B,7276FF0039030A46,1665665746,1,2,0,1,9.000000,-65,868300000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103653,303636326B39820B,7276FF0039030A46,1665665746,68,2,0,1,10.000000,-52,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103654,303636326739830B,7276FF0039030A46,1665665751,59,2,0,2,8.000000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103655,303636326E398D17,7276FF0039030A46,1665665756,78,2,0,0,8.500000,-53,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103656,3036363264397D0B,7276FF0039030A46,1665665756,2,2,0,1,11.000000,-55,868300000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103657,303636326B39820B,7276FF0039030A46,1665665756,69,2,0,0,9.200000,-50,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103658,303636326739830B,7276FF0039030A46,1665665761,60,2,0,0,9.800000,-51,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103659,303636326E398D17,7276FF0039030A46,1665665766,79,2,0,2,4.200000,-50,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103660,3036363264397D0B,7276FF0039030A46,1665665766,3,2,0,2,10.500000,-61,868500000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103661,303636326B39820B,7276FF0039030A46,1665665766,70,2,0,0,-8.800000,-55,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103662,303636326739830B,7276FF0039030A46,1665665771,61,2,0,2,8.200000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103663,303636326E398D17,7276FF0039030A46,1665665776,80,2,0,0,6.800000,-44,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103664,303636326B39820B,7276FF0039030A46,1665665776,71,2,0,2,7.000000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103665,303636326739830B,7276FF0039030A46,1665665781,62,2,0,2,8.000000,-55,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103666,303636326E398D17,7276FF0039030A46,1665665786,81,2,0,0,-6.800000,-47,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103667,3036363264397D0B,7276FF0039030A46,1665665786,5,2,0,0,11.000000,-47,868100000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103668,303636326B39820B,7276FF0039030A46,1665665786,72,2,0,2,7.800000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103669,303636326739830B,7276FF0039030A46,1665665791,63,2,0,2,8.200000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103670,303636326E398D17,7276FF0039030A46,1665665796,82,2,0,1,-7.800000,-42,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103671,303636326B39820B,7276FF0039030A46,1665665796,73,2,0,1,-5.000000,-49,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103672,303636326739830B,7276FF0039030A46,1665665801,64,2,0,0,8.000000,-52,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103673,303636326E398D17,7276FF0039030A46,1665665806,83,2,0,0,-6.200000,-45,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103674,3036363264397D0B,7276FF0039030A46,1665665806,7,2,0,2,10.000000,-45,868500000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103675,303636326B39820B,7276FF0039030A46,1665665806,74,2,0,2,8.200000,-50,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103676,303636326739830B,7276FF0039030A46,1665665811,65,2,0,1,10.200000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103677,303636326E398D17,7276FF0039030A46,1665665816,84,2,0,1,-8.500000,-41,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103678,3036363264397D0B,7276FF0039030A46,1665665816,8,2,0,0,11.800000,-49,868100000,LoRa,SF12BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103679,303636326B39820B,7276FF0039030A46,1665665816,75,2,0,1,-9.200000,-35,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103680,303636328039740A,7276FF0039030A46,1665665817,3,2,0,1,12.200000,-40,868300000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103681,303636326739830B,7276FF0039030A46,1665665821,66,2,0,1,9.500000,-55,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103682,3036363264397D0B,7276FF0039030A46,1665665825,9,2,0,1,10.000000,-58,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103683,303636326B39820B,7276FF0039030A46,1665665826,76,2,0,1,8.500000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103684,303636328039740A,7276FF0039030A46,1665665827,4,2,0,0,12.000000,-43,868100000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103685,303636326739830B,7276FF0039030A46,1665665831,67,2,0,2,7.200000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103686,303636326E398D17,7276FF0039030A46,1665665836,86,2,0,2,8.000000,-55,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103687,303636328039740A,7276FF0039030A46,1665665837,5,2,0,0,10.000000,-42,868100000,LoRa,SF12BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103688,303636326739830B,7276FF0039030A46,1665665841,68,2,0,0,9.800000,-53,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103689,3036363264397D0B,7276FF0039030A46,1665665845,11,2,0,1,8.800000,-50,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103690,303636326B39820B,7276FF0039030A46,1665665846,78,2,0,1,9.800000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103691,303636326739830B,7276FF0039030A46,1665665851,69,2,0,2,7.500000,-56,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103692,3036363264397D0B,7276FF0039030A46,1665665855,12,2,0,2,7.500000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103693,303636326B39820B,7276FF0039030A46,1665665856,79,2,0,1,11.200000,-55,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103694,303636326739830B,7276FF0039030A46,1665665861,70,2,0,1,8.800000,-52,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103695,3036363264397D0B,7276FF0039030A46,1665665865,13,2,0,0,8.500000,-51,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103696,303636326B39820B,7276FF0039030A46,1665665866,80,2,0,0,10.200000,-61,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103697,303636328039740A,7276FF0039030A46,1665665867,6,2,0,2,9.000000,-40,868500000,LoRa,SF12BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103698,303636326739830B,7276FF0039030A46,1665665871,71,2,0,2,7.800000,-58,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103699,3036363264397D0B,7276FF0039030A46,1665665875,14,2,0,1,9.800000,-50,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103700,303636326B39820B,7276FF0039030A46,1665665876,81,2,0,2,8.200000,-50,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103701,1657344E78397A20,7276FF0039030A46,1665665879,2692,1,0,1,9.500000,-43,868300000,LoRa,SF7BW125,4/5,true,DC3b
103702,303636326739830B,7276FF0039030A46,1665665881,72,2,0,1,9.800000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103703,3036363264397D0B,7276FF0039030A46,1665665885,15,2,0,1,9.000000,-49,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103704,303636326E398D17,7276FF0039030A46,1665665886,91,2,0,2,6.800000,-59,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103705,303636326B39820B,7276FF0039030A46,1665665886,82,2,0,1,9.800000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103706,303636326739830B,7276FF0039030A46,1665665891,73,2,0,1,10.200000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103707,3036363264397D0B,7276FF0039030A46,1665665895,16,2,0,1,9.200000,-47,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103708,303636326E398D17,7276FF0039030A46,1665665896,92,2,0,1,9.000000,-64,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103709,303636326B39820B,7276FF0039030A46,1665665896,83,2,0,0,10.000000,-59,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103710,303636326739830B,7276FF0039030A46,1665665901,74,2,0,2,8.200000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103711,3036363264397D0B,7276FF0039030A46,1665665905,17,2,0,2,7.800000,-47,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103712,303636326B39820B,7276FF0039030A46,1665665906,84,2,0,0,9.800000,-58,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103713,303636326E398D17,7276FF0039030A46,1665665907,93,2,0,2,10.200000,-58,868500000,LoRa,SF11BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103714,303636326739830B,7276FF0039030A46,1665665911,75,2,0,2,8.500000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103715,3036363264397D0B,7276FF0039030A46,1665665915,18,2,0,2,6.800000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103716,303636326B39820B,7276FF0039030A46,1665665916,85,2,0,1,9.000000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103717,303636326E398D17,7276FF0039030A46,1665665917,94,2,0,1,9.000000,-65,868300000,LoRa,SF11BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103718,303636326739830B,7276FF0039030A46,1665665921,76,2,0,1,9.500000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103719,3036363264397D0B,7276FF0039030A46,1665665925,19,2,0,2,7.500000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103720,303636326B39820B,7276FF0039030A46,1665665926,86,2,0,2,7.000000,-53,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103721,303636326E398D17,7276FF0039030A46,1665665927,95,2,0,0,11.800000,-61,868100000,LoRa,SF11BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103722,303636326739830B,7276FF0039030A46,1665665931,77,2,0,2,7.000000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103723,3036363264397D0B,7276FF0039030A46,1665665935,20,2,0,2,7.800000,-47,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103724,303636326B39820B,7276FF0039030A46,1665665936,87,2,0,1,10.500000,-57,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103725,303636326E398D17,7276FF0039030A46,1665665937,96,2,0,0,12.000000,-65,868100000,LoRa,SF11BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103726,303636326739830B,7276FF0039030A46,1665665941,78,2,0,0,10.200000,-61,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103727,3036363264397D0B,7276FF0039030A46,1665665945,21,2,0,2,8.000000,-49,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103728,303636326B39820B,7276FF0039030A46,1665665946,88,2,0,1,10.200000,-55,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103729,303636326E398D17,7276FF0039030A46,1665665947,97,2,0,2,9.800000,-63,868500000,LoRa,SF11BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103730,303636326739830B,7276FF0039030A46,1665665951,79,2,0,1,8.800000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103731,3036363264397D0B,7276FF0039030A46,1665665955,22,2,0,1,9.800000,-49,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103732,303636326B39820B,7276FF0039030A46,1665665956,89,2,0,1,9.200000,-55,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103733,303636326E398D17,7276FF0039030A46,1665665957,98,2,0,0,13.200000,-65,868100000,LoRa,SF11BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103734,303636326739830B,7276FF0039030A46,1665665961,80,2,0,0,11.000000,-53,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103735,3036363264397D0B,7276FF0039030A46,1665665965,23,2,0,2,6.800000,-47,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103736,303636326E398D17,7276FF0039030A46,1665665966,99,2,0,1,9.800000,-73,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103737,303636326739830B,7276FF0039030A46,1665665971,81,2,0,1,9.500000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103738,3036363264397D0B,7276FF0039030A46,1665665975,24,2,0,0,9.500000,-49,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103739,303636326E398D17,7276FF0039030A46,1665665976,100,2,0,2,7.800000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103740,303636326B39820B,7276FF0039030A46,1665665976,91,2,0,1,10.000000,-55,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103741,303636326739830B,7276FF0039030A46,1665665981,82,2,0,1,11.000000,-55,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103742,3036363264397D0B,7276FF0039030A46,1665665985,25,2,0,2,8.000000,-53,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103743,303636326E398D17,7276FF0039030A46,1665665986,101,2,0,0,9.500000,-55,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103744,303636326B39820B,7276FF0039030A46,1665665986,92,2,0,2,8.000000,-53,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103745,303636326739830B,7276FF0039030A46,1665665991,83,2,0,0,10.200000,-55,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103746,3036363264397D0B,7276FF0039030A46,1665665995,26,2,0,1,9.800000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103747,303636326E398D17,7276FF0039030A46,1665665996,102,2,0,0,9.200000,-52,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103748,303636326B39820B,7276FF0039030A46,1665665996,93,2,0,0,9.500000,-62,868100000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103749,303636326739830B,7276FF0039030A46,1665666001,84,2,0,2,8.000000,-56,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103750,3036363264397D0B,7276FF0039030A46,1665666005,27,2,0,1,10.800000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103751,303636326E398D17,7276FF0039030A46,1665666006,103,2,0,1,8.500000,-51,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103752,303636326B39820B,7276FF0039030A46,1665666006,94,2,0,2,7.500000,-74,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103753,303636326739830B,7276FF0039030A46,1665666011,85,2,0,1,10.200000,-53,868300000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103754,3036363264397D0B,7276FF0039030A46,1665666015,28,2,0,0,9.800000,-50,868100000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103755,303636326E398D17,7276FF0039030A46,1665666016,104,2,0,1,9.800000,-56,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103756,303636326B39820B,7276FF0039030A46,1665666016,95,2,0,2,7.800000,-68,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103757,303636326739830B,7276FF0039030A46,1665666021,86,2,0,0,9.000000,-53,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103758,3036363264397D0B,7276FF0039030A46,1665666025,29,2,0,1,9.500000,-65,868300000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103759,303636326E398D17,7276FF0039030A46,1665666026,105,2,0,1,9.800000,-57,868300000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103760,303636326B39820B,7276FF0039030A46,1665666026,96,2,0,2,7.000000,-61,868500000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103761,303636326739830B,7276FF0039030A46,1665666031,87,2,0,2,8.000000,-51,868500000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103762,3036363264397D0B,7276FF0039030A46,1665666035,30,2,0,2,7.800000,-76,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103763,303636326E398D17,7276FF0039030A46,1665666036,106,2,0,0,10.500000,-57,868100000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
103764,303636326B39820B,7276FF0039030A46,1665666036,97,2,0,1,9.500000,-62,868300000,LoRa,SF7BW125,4/5,true,ACcQGgH0/j4JDQUDqwAA
103765,303636326739830B,7276FF0039030A46,1665666041,88,2,0,0,9.200000,-52,868100000,LoRa,SF7BW125,4/5,true,ACcQGwH0/j4JDQUDqwAA
103766,3036363264397D0B,7276FF0039030A46,1665666045,31,2,0,2,8.200000,-59,868500000,LoRa,SF7BW125,4/5,true,ACcQHAH0/j4JDQUDqwAA
103767,303636326E398D17,7276FF0039030A46,1665666046,107,2,0,2,8.000000,-61,868500000,LoRa,SF7BW125,4/5,true,ACcQHQH0/j4JDQUDqwAA
